System,material_id,num__ElementProperty_MagpieData maximum NpValence,Shear Modulus Voigt,range oxidation state,Melting Point (K),num__ElementProperty_MagpieData avg_dev GSbandgap,num__ElementProperty_MagpieData mode NUnfilled,num__ElementProperty_MagpieData mean NUnfilled,num__DensityFeatures_vpa,num__ElementProperty_MagpieData mean NpUnfilled,num__ElementProperty_MagpieData range SpaceGroupNumber,spacegroup_num,crystal_system_int,density,natoms,structural complexity per atom,structural complexity per cell,mean absolute deviation in relative bond length,max relative bond length,min relative bond length,maximum neighbor distance variation,range neighbor distance variation,mean neighbor distance variation,avg_dev neighbor distance variation,mean absolute deviation in relative cell size,mean Average bond length,std_dev Average bond length,mean Average bond angle,std_dev Average bond angle,mean CN_VoronoiNN,std_dev CN_VoronoiNN,vpa,packing fraction,a,b,c,alpha,beta,gamma
Ca3CrN3,mp-8670,3.0,52.195,6,1811.0,3.1528163265306124,0.0,2.142857142857143,15.537349472527596,1.2857142857142858,35.0,63.0,5.0,3.241737274905136,14.0,2.235926350629033,31.30296890880645,0.0845307025075131,1.0993218704248404,0.8916503842663402,0.2834621913040537,0.1941424069270081,0.1415172195959582,0.0405557062023129,0.1312781721620333,2.385425038350736,0.2528901004666093,1.5461432729023945,0.188060709685407,16.285714285714285,3.4934340744678534,15.678137600648936,0.8039598609248163,6.64972071,6.64972071,5.060853,101.23803182999998,90.0,90.0
Ca3VN3,mp-9029,3.0,50.637,6,1857.0,3.1528163265306124,0.0,2.2857142857142856,15.948976142533004,1.2857142857142858,35.0,63.0,5.0,3.1337015386986904,14.0,2.235926350629033,31.30296890880645,0.0830518516277413,1.0972652480338148,0.8951587979247129,0.2762309683506585,0.1846178863831991,0.1398741091596553,0.0389591026260008,0.1282586857094056,2.4101791063854923,0.2496886092992057,1.5477393737755585,0.1955329634782212,16.285714285714285,3.4934340744678534,16.138815509133607,0.7704947438566055,6.73075679,6.73075679,5.086566,101.33373149999998,90.0,90.0
Na2CuP,mp-7639,3.0,23.197,4,972.0,0.609375,1.0,1.5,19.322198425655927,0.75,227.0,63.0,5.0,2.9474764148880728,8.0,1.5,12.0,0.0594682639217777,1.0594682639217778,0.9390070064585186,0.1435698266486884,0.1005900940993069,0.084736648446648,0.0417569158972665,0.1251381110361317,2.85286325686758,0.3666998376315368,1.4727069633617342,0.9696586353305454,13.5,1.5,19.78850216528648,0.8003742946832455,5.56193109,5.561931089999999,5.246927,102.75605554000002,90.0,90.0
Ti3NO4,mp-755920,4.0,78.354,7,2114.0,1.40809375,2.0,4.375,11.619213023256822,1.375,182.0,63.0,5.0,3.958790619019645,16.0,2.25,36.0,0.0987923476950289,1.111991475580872,0.8603699692894368,0.1956482218146173,0.1598769112350943,0.1282421376688825,0.0690192114207184,0.1923067975031569,2.0270039811242766,0.0340834883435481,1.5951908943192497,0.1703036209650454,12.0,4.663689526544408,11.619213022815778,0.4222702318097092,10.052788,5.14682466,3.8790899997455126,112.138269235,90.00000000000001,90.0
MgSO4,mp-7572,4.0,49.453,8,1441.0,0.6116666666666667,2.0,1.6666666666666667,10.958424559714516,1.6666666666666667,182.0,63.0,5.0,2.891903589712137,12.0,1.9182958340544896,23.01955000865388,0.1317225499333994,1.1065640483214945,0.6592044465879654,0.2161570813334747,0.1899292230825182,0.1530322792960504,0.0795761274054757,0.2186103580086755,1.838062985054847,0.2054540597003308,1.9738039347552288,0.3227002060446667,16.333333333333332,3.496029493900505,11.519234807951062,0.3175134495873585,6.612184,4.78044024,4.78044024,113.82325609999998,90.0,90.0
NaBF4,mp-3521,5.0,14.455,4,662.0,0.5368888888888889,1.0,1.6666666666666667,11.403601985312184,1.5,214.0,63.0,5.0,2.4136827003759205,12.0,1.9182958340544896,23.01955000865388,0.1320188065962369,1.0989675441283735,0.6039435802112887,0.207121864577602,0.1679807237104131,0.150552399682883,0.0721023208098309,0.2038220586321316,1.596580800064278,0.4000535857240466,0.0,0.0,15.333333333333336,4.027681991198191,12.589189801689146,0.3851963578746737,6.917624,4.68390583,4.68390583,95.48657423999998,90.0,90.0
CuAgS,mp-5014,4.0,18.481,3,995.0,0.9786666666666668,1.0,1.3333333333333333,18.38393603586904,0.6666666666666666,155.0,62.0,5.0,6.126456539171258,12.0,1.584962500721156,19.01955000865388,0.0545480063836138,1.0818220095754207,0.9532310850032828,0.1714178961316111,0.0746711053915855,0.1402360346150195,0.0289928292499959,0.0809346590742531,2.384594545392265,0.0936768318038558,2.0487205697296216,0.5135369879568076,16.0,2.160246899469287,18.38393603586904,0.5739081032835075,8.290497,6.620329,4.019385,90.0,90.0,90.0
V(CrC)2,mp-4253,2.0,127.521,7,2479.0,2.1580800000000004,4.0,5.4,9.276107858916903,1.6,35.0,63.0,5.0,6.4070391305045815,10.0,1.9219280948873625,19.219280948873624,0.0522159714033836,1.0456164922797588,0.8904729387563378,0.1724958977134664,0.1579719294804437,0.1040915200617336,0.0481541588724698,0.0886333567300035,2.0645000593261,0.0772174253071981,1.4937128313821495,0.1592516665787604,14.8,2.8565713714171403,9.276107852761037,0.7798008819763171,7.100464,4.80571871,2.84608599924352,107.224379785,90.00000000000001,89.99999999999999
LaMnN3,mp-989554,3.0,53.939,10,1839.0,3.0897600000000005,3.0,4.6,13.13792039070709,1.8,23.0,63.0,5.0,5.962294330916335,10.0,1.9219280948873625,19.219280948873624,0.1081397363172023,1.2208027126611938,0.8312317647776145,0.3057915869542142,0.2562938620441363,0.2034844555322123,0.0907722109907968,0.170891445146925,2.0065828017405947,0.4019227198540769,0.0,0.0,16.4,2.2449944320643644,13.137920373777854,0.7003305593697856,6.430161,5.327197,4.039861997550859,108.308530855,90.00000000000001,89.99999999999999
K2CuP,mp-8446,3.0,12.946,4,1041.0,0.609375,1.0,1.5,26.11601801675453,0.75,227.0,63.0,5.0,2.692751452768234,8.0,1.5,12.0,0.0754880036583485,1.0754880036583487,0.9193915156866854,0.1780832440913965,0.1369425818794446,0.1054150930417687,0.0642744308298168,0.1585906875932072,3.0858127783171243,0.4917438885409565,1.5653970044222905,0.9103022295277692,13.5,1.5,26.62724976463485,0.973619713100708,6.1929284,6.1929284,5.78554,106.25611171000004,90.0,90.0
KTmI3,mp-570303,5.0,8.938,0,850.0,0.50976,1.0,1.0,38.69226563806494,0.6,165.0,63.0,5.0,5.053390224815553,10.0,1.9219280948873625,19.219280948873624,0.061785509886411,1.048276992840512,0.8455362252839724,0.1378758741120811,0.127549829558275,0.0932997111318059,0.0474498110115585,0.1029271379227994,3.3985860830369363,0.2042305170412501,1.4501605656720933,0.122634161467305,14.0,2.3664319132398464,38.69226563980224,0.524826628222555,11.538987,8.11373546,4.284781999963819,105.310212225,90.00000000000001,89.99999999999999
Mn5SiC,mp-18468,2.0,117.849,0,1545.0,1.0753061224489795,5.0,4.714285714285714,10.516797030193002,1.1428571428571428,33.0,63.0,5.0,7.100412072765862,28.0,2.6644977792004614,74.60593781761294,0.0581837916981812,1.077229216927037,0.8467692322216374,0.0920133325697882,0.0437132145739187,0.066493610625429,0.0104794948429039,0.1272155636047056,2.1275300431003745,0.2170260644202772,0.0,0.0,13.428571428571429,2.381904571504724,10.516797025655196,0.8759081340501637,7.49735,6.36045464,6.36045464,103.86529563000002,90.0,90.0
KAuS,mp-7077,4.0,7.184,0,1115.0,0.9786666666666668,1.0,1.3333333333333333,27.68928932952643,0.6666666666666666,159.0,63.0,5.0,4.98093725184108,6.0,1.584962500721156,9.509775004326936,0.0488074318575625,1.0732111477863442,0.9483650182666256,0.198245772317228,0.1257241614058446,0.1522708356353616,0.0531661498159855,0.0964657556126128,3.198112275888344,0.2076374896541012,1.3305918484258723,0.1639934706743171,14.0,0.8164965809277259,29.79627412491586,0.6611231856003078,7.152153,5.04942226,5.04942226,101.36933521,90.0,90.0
